post,tags
"This game is as raunchy as advertised! If you can find humor in stealing cookies from an AIDS bake sale (one of the cards), then you will enjoy this game. If you find that highly offensive (and lots of people understandably will) then stick with apples to apples. It is definitely for a certain audience, and choose your company carefully! Once that is out of the way, get ready to laugh, and laugh and laugh and then cry. We have played this with many different groups, and it is outstanding fun.Repeats are rare as the combos are almost endless. We also got the first expansion, which is great and even raunchier! The randomness and variety is the best part, to see what your friends come up with Example: Q: what was Michael Jackson's dying thoughts? A: switching to Geico.  Unfortunately some of the answers only fit with a handful of cards, and I find the expansion helps with this.",4
"This game really is for horrible people. It is similar to Apples to Apples, only twisted and terrible. It is a blast when played with a group of open-minded (possibly slightly tipsy) group of friends or family. However, this is not really a game you play with acquaintances or people who don't curse or tell inappropriate jokes. Being extremely liberal minded and not afraid of any topic, word, etc. even I was shocked at a couple of these cards.For the reviews complaining about this not being a kid-friendly game... Shame on you! If there is ever any doubt, be the parent and check things out before playing with your children. The box literally warns that this game is for horrible adults. That isn't a reason to down vote the game.",4
"A fun, tawdry party game; there is a reason Cards Against Humanity is so popular. I leave it four stars only because it is maybe a little too vague in its packaging to warn off the faint of heart. I did my research ahead of time and was still a bit shocked (pleasantly) by some of the naughtier phrases. I was playing with my husband, dad, sister and brother, oh yeah and my MOM! and once or twice avoided using certain cards in my hand because I just didn't want to be that gross. However, it was for the most part hilarious playing this game for the first time with a bunch of other first timers. None of us knew quite what to expect and hearing my dad read off some of cards is a priceless memory I'll treasure forever.",4
"This game is fun, especially if you are partaking of adult beverages and in the company of not so-grown-up grownups who have a [demented] sense of humor. The cards are easy to wipe off if you happen to spill something on them (or laugh so hard [or gasp and choke at the horrible wrongness] that you explode on them).The downside for me is that the cards are all so unique that after a few times playing you start getting that deja vu feeling... which is why they have so many expansion packs. So for me this is a once in a while party game, not a weekly play sort of thing.",4
"I purchased this game  when I purchased my first home so I could entertain. I was told it was just like Apples to Apples, but a more adult version. I heard great things about Cards against Humanity, but, until I played the game myself I didn't realize how perfect it was. A good time is guaranteed when playing this game. I have played it with friends and even family and we always have a blast. It's addictive.  The cards are hilarious and quirky and it's so easy to play, however, everyone in my group decides to skip over the 'pick two' cards because it is too difficult to read them in a specific order and try to conceal the identity of the person who has played the cards, especially if there is a large group of people playing. Some of the cards make absolutely no sense which makes it all the more hilarious and fun to play. After a while the cards get old. I recommend buying the expansion packs to add to the fun. I really enjoy this product and will continue to play every chance I get.",4
"I was not 100% sure I wanted to get this for my 16 year old daughter to have to play with her teenage friends at her birthday. I did get it and I hung around while they were playing the game,girls and guys all about 16 yrs.old, very interesting,very mature conversations came from some of the cards.My husband and I  actually have fun playing this game with my 2 teenage daughters. You may surprised to learn a few things that your kids know,that you did not realize..you can have fun and learn a few things about your kids,actually leaves a lot of room for discussions with your kids.Some of the cards are rather disgusting,so you may want to take those out of the set.",4
"Cards Against Humanity' is one of the most enjoyable games I have ever had the pleasure of playing in my adult years. Being 24, this is a college party MUST. I also acquired the 1st expansion pack to go along with the game and added my own variations of questions and answers. One of the few downsides to this game is after a few run-throughs and game nights, the cards get repetitive and you can only shuffle the deck so well. On my part, I could continue to buy the expansions to help keep the game interesting for future game nights. A small suggestion would be to come out with an entire blank expansion pack to allow CAH's players to keep the game rolling with new and original content. Other than that, this game is always a win and you'll almost always find someone who hasn't played yet.",4
"Was introduced to this game by a group of friends while we camped out in front of a theater waiting for the opening showing. It doesn't take long too get the hang of it, and you are really only limited by your own personal 'whimsy'...or some might say 'sick sense of humor'.  It's a funny, often raunchy, easily surreal game that pushes the boundaries (okay, it breaks them) of 'good taste'.If you haven't played, and you have any 'wicked' in your sense of humor, I'd suggest taking a look at this. If you are 'PC', easily offended, way down at the end of the far right or left of any scale, well, then I'd suggest you curl up with a good (?) reality TV show or your favorite 'agrees with you 100%' news broadcaster and leave this 'offensive' game to those of us who can laugh at the adult version of MadLibs.I liked the game so much, I had to come here to buy it. That's my recommendation ;)",4
"This game is hilarious.  I first played it at a bachelorette party.  Although this game greatly offended some people and made them very upset, it brought many, many drunken laughs from the rest of us.  I have since played it sober with my family! Definitely not for serious or easily offended people.  If you worry about being polite, politically correct, or appropriate, do not buy this game!  However, It is definitely fun when you are looking for something stupid and raunchy.  I just bought this game for my boyfriend as a Christmas gift.  I know he will love it!",4
"This is a fun, goofy game to bring out if your friends aren't the type to take offense and are maybe a little hesitant about other games. Easy to understand rules and everyone I have played it with had a great time laughing at how ridiculous some of the cards are. After you've seen all of the cards once or twice and it can lose the 'can you believe this card' shine, but it's always fun to bring out to the unexposed.If you're looking for other easy, fun games for parties, Codenames and The Resistance are great once Cards Against Humanity has grown old. You can also keep it fresh with a ton of expansions if you're looking to relive the feeling of being shocked that they put that card in the game.",4
"Lost one star because cards were bent but otherwise in good condition.Fun game, even better with larger groups. I absolutely recommend getting the expansion packs if you find yourself playing this a lot, as it will get repetitive.If you do find yourself wanting to play this game with only one other person with you, my boyfriend and I found this to be pretty fun:1) both players get 8 cards2) the person who is not judging cards picks 4 cards they think are the best in response to the black card being played3) they then rate each of the 4 cards. RATING: 7, being the most likely option the person judging will choose, 4, 2, and 1 being the least likely4) the person judging picks the best and whatever point was assigned to that card is the number of points you get. (Keep a white board or paper to keep track)You can mix it up as a drinking game as well, if the card that has only one point gets chosen drink.It's really a simple game and you can have fun mixing up the rules and being creative.",4
i personally like the game only because my family members love it. i would prefer to play more competitive games. I rate it 4 because sometimes this is the only way to get the family together at the table for a game night. this is the 2.0 which we had the 1.4 and just went through all the cards that were not in the 2.0 and took them out and gifted the 1.4 to a family member. there is a excel spreadsheet online that tells you all the cards in every expansion and re release which we used to do this process and it only took an hour to find the 100+ cards that were replaced.,4
"This game was all the buzz and I have played it a couple times at parties and I finally decided to buy my very own box of Cards Against Humanity. The game is messed up but it is absolutely hilarious. Although I think the game is kind of hit and miss because not everyone really gets into it and not because its inappropriate or anything but sometimes it kind of gets boring surprisingly enough but mostly because there are a lot of words that are not in people's regular vocabulary so when someone plays a card that know one knows a words definition, it kind of puts a damper on things...Overall I do like the game but you've got to get right crowd of people to play to make it fun and interesting. I have played it with people where would just laugh the whole time and played it with people where it was just a couple laughs here and there. I like the game but I don't like how I have to pull out my dictionary app to try and understand the cards I have and if it is a funny card, it doesn't get chosen because people don't immediately know what the word means but I usually have people switch out cards if they come across something they don't know the definition of.Guess I should extend my vocabulary or something.",4
"The black box the cards come in was a little damaged when I first opened my package (which seems odd because the item is supposed to be new). Otherwise, the order is as described. 550 cards of inappropriateness that will let me look forward to some interesting nights with my friends.",4
"This game is a lot of fun with a large group of close friends. It is also fun in a group with not-so-close friends as you can easily determine if they are horrible people too. There are many house rules associated with this game; mine is that you have to Google image a card you don't know. Get the expansions and play with your friends and you will have a great time. I usually play on Saturday nights so I can cleanse my soul at church the next morning. After playing for the last couple of years the game has lost some of its' fun as the same cards continue to cycle through. I mainly play it now to introduce it to new players who have a great time. Once you play it about 20 times, it begins to get old but is still a classic game for adults only.P.S. Don't play with your parents unless you have copious amounts of alcohol on board.",4
"We laughed and laughed, even the husbands who dislike playing games. So much fun, however, be warned ..... many of the cards were crude and needs parental supervision.",4
"The biggest problem I have with this game is that it lacks variability. I know there are expansion packs, but I have a feeling even with those, the card would get old pretty quick. There's only so many times you can laugh at the same card combination no matter how funny it is. However, it is a really clever and fun game and I enjoy playing it with new people to show them how twisted my sense of humor is.",4
"hilarious game, fun for everyone (even more so when drinks are involved). but also i can see some people buying it not knowing what to expect. a lot of the cards.. well. most of them... are VERY crude and can be considered tasteless and grossly offensive. this is not for children or the faint at heart.  its not a problem for me. but i wouldn't go buying this game because your 14 year old son or daughter said they wanted it for christmas. it is a game for ADULTS. overall this game is one hell of a time but please take into consideration the crudeness of this game before you play it with certain people or even buy it yourself. im sure grandma doesn't want to see cards that say 'mecha hitler' and 'two midgets shi***** into a bucket' in a game after a nice thanksgiving dinner.",4
"A brilliant, wonderfully profane game.  I need not elaborate on what everyone else has already said.  the only thing keeping me from giving it five stars is that the fun does diminish over repeated play.  New people help, as do the expansions, certainly, but knowing what could be coming takes some of the edge off.  However, this does not mean that you can never be shocked or knocked off your chair with laughter at some offering the 20th time you play.  Just be forewarned.  Still worthwhile.  Still my favorite party game.",4
"This game is perfect for getting friends together, and having a good laugh. Apples to Apples but a more mature way of putting it. After one really long game though you know every single card. I will be ordering an expansion pack for the game soon, because the game seems like a money trap. But I like it and I like to have guests over. Its a great way to get to know your friends humor and how they react to certain 'Horrible' situations.",4
"We enjoy game nights with friends. This game is easy to learn, lots of fun and brings lots of laughter.",4
"Love this adult version of Apples to Apples. Obviously, if you play it a lot, you know the cards and it isn't as fun; but there are additional packs you can buy to keep it interesting. Since it's such a basic game, I do think it's a bit overpriced (why the 4 stars) but otherwise I would recommend",4
"This is not a game to play with your in-laws! Be warned that these are incredibly inappropriate cards...but that's why they're fun:) I gave it 4 stars instead of 5, because some of these encroach on the morbidly awful and shocking side -- otherwise, you're guaranteed to *not have* a boring night once you get started. Will make your grandmother clutch her pearls repeatedly..",4
"If you have a unique sense of humor, this is probably the game for you. The only thing is, after you've played through all the cards, the surprise factor (which is the fun bit) kind of loses its appeal as you've heard most of the results time and time again. I would suggest an expansion pack or something to keep adding to it, but otherwise, great fun for you and your ADULT friends. Note: Would NOT play this with kids under 18 around. Definitely not appropriate.",4
"Fun game that anyone reading this review probably already knows about.  Can be gross, raunchy, weird, but usually funny.  Played with a group of 6 people, including my 19-year-old daughter and 83-year-old mother.  I was surprised how well my mother did!Minor complaint is the grammatical/spelling errors.  But it's a game, so if that bothers you, just have another drink or two ...",4
"So un-PC! But hilarious! Never laughed harder!It's an adult version of Apples to Apples but allows the players to be more sick and twisted with their answers. This it's not for anyone who is easily offended. Does have a potential for people to answer with racial slurs, so only have those play who have a good sense of humor and can take it in stride.Don't like the multiple blanks on one card...kinda makes it more complicated to read answers and also more time for that round. The developer should have stuck to one liners and simple fill in a blank. Something like...my secret super power is.? And 'blank', high five, bro! Also, for those who play who are not all knowing with regards to street culture lingo, definitions should be on the cards. There are some really strange and obscure references.",4
"Pretty funny stuff hereYou need to be in the right mood IMO to really enjoyGet a group of people and have some drinks before and during game play and you will all be laughing your tails offWhen I read through the cards when it arrived I thought these people are just trying way too hard to be nasty and offensive....Just wait till you have a bunch of people playing though, its pretty freakin entertainingIf you like Family Guy, this is right up your alleyJust beware if you are not accustomed to this type of humor you may get insulted ( or maybe not who knows)I haven't bought any expansion packs cause we've only played twice but I can see the jokes getting old if you see them too many times",4
"Card's Against Humanity's tagline is 'A party game for horrible people' is undoubtedly the easiest way to describe this ridiculous and fantastic card game. Drawing inspiration from Mattel's 'Apples to Apples', the game is played by a judge or 'Card Czar' (determined by who had pooped most recent in the group playing) placing a white card that states a prompt or phrase, and the players placing down relevant and random black cards that range from ludicrous to wildly inappropriate. Whoever the judge favors that round wins, and the process starts anew with a new judge.The black cards are mostly hilarious, and the white cards are funny enough on their own. The combination of the two creates a unique environment that will have all the players laughing for hours.The only design flaw of the game is the limited content. Obviously nothing can be limitless, but I've found that after anywhere between 10 to 15 games with the minimum four people, most combinations have either been discovered or have already lost their shock value. Luckily, there are a large variety of expansion packs, both official and unofficial, that can remedy this problem.I'd like to recommend this game to anyone who enjoys inappropriate humor, games that can bring an entire family together, and laughing in general. It's a great game overall, and I wholeheartedly recommend it.",4
"This game is an R rated version of Apples to Apples. I knew it involved tasteless humor when I bought it for my 16 year old daughter to play with her friends and I thought I would be okay with it.  Yet, after playing it, I somewhat regret buying it for her.  I'm not a prude, but many of the sexual references are a bit graphic for my taste.  It was not practical for me to review every single card before she played it, but man, now there are a few I would like to pull out of the deck before she plays it again.  I'd say about 80% is okay for high school students.  This compares to Apples to Apples, as Family Guy compares to the Simpsons.  That said, the gang loves to play it. They laugh for hours and my status as 'cool parent' has increased quite a bit.",4
"Thee are obviously some really ignorant people buying this game. This is NOT FOR CHILDREN; the packaging clearly states '17+' It s NOT for the faint-of-heart or weak-willed; it says plainly on the box 'A PARTY GAME FOR HORRIBLE PEOPLE'.  These are for obvious reasons. It can get very offensive for people who are: uptight, prudish, modest, uncomfortable or otherwise too stuck-up or focused on themselves to enjoy some brainless stupid fun. These people should go back to playing Candyland or Scrabble.Do not purchase this game for your 14 y/o nephew. The box says 17+Do NOT take this to your church group potluck dinner... unless they are cool with r-rated conversations and laughing to the point of crying.",4
"Played this with my 17 & 18 year old.  Man, laughed our butts off.  But it is definitely not for the faint of heart, prudes or anyone who embarrasses easy.  but if you are looking for a couple hours of pure, unadulterated (and somewhat dirty) fun, this is your game.",4
"As anyone familiar with Cards Against Humanity will tell you, this game is a blast to play. It is guaranteed to give ample laughs even after repeated sessions. My only concern with the format of the game is that the same cards seem to get picked over and over.I have played this game with several (very different) groups of people, and no matter what, the same 'most shocking' cards always win each round. I completely understand that in the right context, any card can be funny, but when I draw a 'science' or 'flightless birds' card, there is no way I'll get picked over the more shocking or grotesque ones.When someone wins a round with horrendous cards like 'opposable thumbs', please let me know.",4
"First of all, I highly recommend this game for those individuals that enjoy a good laugh and aren't easily offended.  That being said, I would like to just warn people considering this game of two things.  First, the cards aren't of the highest quality.  So consider making your own cards if you can't find these cards at a decent price.  Secondly, once you DO get the cards, I recommend that you take it account the people you are playing with.  There may be some cards you may need to screen ahead of time due to tragic life events like deaths in the family.  In the end, I gave this game 4 out of 5 stars because the card quality is a little low and because I don't think this game has much replayability after you've been through all the cards a few times.",4
"This game is like a combination of Things and Apples to Apples.  It is definitely an adult game and is not appropriate for children.  We had a blast playing it but I will say there were some cards that were so descriptive and weird that I have to wonder about the writers.  But that is part of what makes it so fun.  We did get rid of some cards because we just did not find them funny in any situation.  I feel like this game could be improved by not including cards such as these (One of them was 'Dead babies'.)  But with the right group of people and the right mindset about the game, it is really fun to play and will have you laughing the whole time.",4
"Odds are, you already know what the game is and how it's played--so I won't beat the horse with that info.What you may want to know, though, is whether or not it's a good choice for you.Well, if your friends have a 'slightly off' sense of humor, I say go for it.Dirty, crass, and frequently inappropriate, it's a great game for stirring up a room and making people groan.  It also scales indefinitely, so it's a must-have when you don't know how many people may be showing up for the party.There are also enough cards that you can play it repeatedly without feeling like all the jokes have been done.",4
"This game is a lot of fun the first handful of times you break it out. After that however the cards begin to lose their 'funny' as they have lost their shock value. Definitely for more mature audiences that are not completely out of touch with pop culture. Trying to explain what the cards means to people makes it less enjoyable, so please leave your grandma out of this one, she will not understand many of the cards meanings and that's just awkward.",4
"This game is super funny with the right crown, but it definitely tries too hard. Many of the cards are ridiculous on their own- I prefer more unexpected humor. The best comparison I have is Apples to Apples- they only have a noun and adjective so you have to combine things and make them funny all while keeping the card chooser in mind. This game does that, but also gives a bunch of ridiculous cards that seem meant to 'guarantee' a funny answer, but it takes the creativity of the game away.",4
"This game is horrible, but in a good way, that is however how it is supposed to be.  The game is fun but... once you play it once or twice with the same people theres no real need to play it again because you already know all of the cards; they do make expansion packs, but the game is already about $25 and for just some cards printed on paper seems rather pricey.  You can also print them out yourself for free on their website!  But I did not want to cut them out myself, for I am a perfectionist and I knew they would not end evenly cut.",4
"Cards against humanity is a fun game when you want to laugh with your friends. It's simplicity means you teach people how to play in minutes. If you're not a fan of raunchy humor, this isn't the game for you.",4
"Somebody suggested I buy the game & said it was a blast. So I bought one &  gave it as a secret Santa gift, and the person that ended up with it hid it from everybody else they wanted to keep it so bad. so I'm guessing this is a pretty darn good game.",4
"This is really age appropriate between 13 and 25. I have a good sense of humor, but alot of the cards were silly and not funny for adults who still laugh at non-PC stuff. Has the occasional hysterical card. Great for my 15 year old who loves it. I wouldn't play this with sophisticated friends. Very innovative. Hence 4 stars. I did not go thru all the sets, only the first one...",4
"Yes, it's offensive; yes it makes me feel like a smug, hipster butthead; no I don't play regularly. But I've had a couple of excellent game nights with this game and I have to admit, it makes me laugh. Much of the shock value comes from the subject matter, but honestly a lot of the enjoyment comes from seeing who plays which cards, in which combinations. It's not an every day game, but from time to time it's a lot of fun. Buy it, use it with the right group, and have fun!",4
"Was a gift, however I played it before and it's a fun game.  If you are shy or get offended easy, maybe find something else to do.",4
"Great fun for the whole family....well maybe not the whole family.  Just those over 18....and probably not grandma either.  Seriously though, the first time we played this, we laughed for 2 hours straight.  It was the best ab workout i had ever had.My only complaint would be that there are some dumb cards mixed in that trying too hard to be funny (like most the cards with names of persons on them).  I will probably buy an expansion pack and remove a bunch of the lame cards.",4
"warning not to be played in polite company, extremely rude and lewd, but makes for embarrassing and hilarious play! you will laugh until you cry usually in embarrassment over the card you have to play!",4
Funny game but many very boring cards.  The funny cards are great to use.  Many cards are used up very early in the game so anticipate an upgrade to another game  very quickly.  This is a fun game and our guests liked it a lot.,4
"Fun game! Need the right group, some of it could be offensive to some but we live it and have had great fun with this game.",4
"This game is absolutely hilarious don't get me wrong. The replay value isn't has high as apples to apples though I think. There are some cards that are automatic wins just about every time they are played and there are others that are total duds and get stuck in your hand all game or you waste a turn by playing them and they never, ever win. I've played this game with several different groups of people and the winners and losers are nearly always the same so the game gets a bit predictable. I do recommend this as a must buy though for your next game night, but I can't quite rate it as 5 stars.",4
This game is really funny. We all had a good laugh while playing with friends. Who can come up with the most assanine response to the cards? I'm glad they have expansion packs though because we played through all the black cards with 4 people in about 2 hours. Still had a lot of white cards left but it's nice to be able to add more to the game in the future. This game is great for people who like to laugh at crude jokes and have a sense of humor. If you're skittish don't bother.,4
"This is an excellent party game for adults. Get your friends together for some uproarious laughter. While things can and  do get inappropriate, gross, and raunchy, that's something to be expected from this game, and occurs in an entertaining manner.The only nitpick is that this game would be better if it included as many cards as Apples to Apples does in its original box instead of forcing you to by expansion packs. When you have 6-8 people, this game, with just the original package, can be over very quickly.",4
"This game bills itself as a party game for terrible people, we don't know many terrible people. Games tend to be short, the call to play a different games comes after a couple of rounds because people are uncomfortable with the questions & answers.I should have edited this review much earlier. Initially I played with a small group of 5. Next I played with a group of 15 to 20. IT WAS FUN!  The card czar was well versed in the rules. There were several first time players. Sometimes we threw all of our cards in because someone had an answer so awesome the table couldn't stop laughing or beat the answer. One first time player laughed and blushed so hard I thought she'd pass out. I don't play often but I have an AWESOME group of 'terrible'  people to play with now!",4
"It's the great card game that many people know and love. However, a good amount of the black cards are bent in really unusual ways, and they look horrendous. There's some of them where there are long white scratches on them. You can still play with them, but it just feels as though they need to improve their quality control.",4
With the right group of adults (open minded fun loving friends) this game can be a hoot.  We've played it with a few different groups now (we took out a few of the especially nasty/offensive cards) and everyone laughed until they had tears in their eyes.,4
"My husband bought this game for us and we were both excited to play it with our friends based on all the good reviews it has. Well it is fun but we were were a little disappointed because being in our thirties, it felt a little young for us, like the cards aren't really anything we haven't heard before, for the most part...our friends and us can be pretty twisted ha. Anyway to sum this up, our teenage sons played this game and thought it was the funniest thing ever, so yeah, I believe it is more for the teens and twenty something age group.",4
"Cards against humanity like what overs have mentioned is like Apples-to-apples. If you haven't played apples before, no worries the game is not difficult to learn and can quickly be taught to large groups of people. This is not a challenging game! You need at least 3 people to play, but what I enjoy about this game the most is that you can have as much people as you want to participate. The cards do not feel cheaply mad, they are like casino playing card quality. I would recommend this to anyone who wants an easy fun game that is sure to bring about lots of laughable moments.",4
"The first time I played this game I laughed until my ribs hurt. I think the funniest part is the 'shock factor' of many of the cards. After that the game is still entertaining, but it's never like the first time you played. I really like the 'pick two' cards because the combinations become more unique and unpredictable.If you think this game may offend you, it probably will. It's not something that should be played in the presence of children or with your church group. The game is racist, sexist, and vulgar. But, it is more about the players than the cards. For example, during one of our games 'the blood of Jesus Christ' was played on 'Good to the last drop'. Separately those cards aren't offensive but, when a player decided to lay them together they became incredibly offensive. So, carefully choose who you play this game with as some people will definitely find it offensive. Part of the fun of the game is discovering who the most horrible person is (you may be surprised)!My biggest complaint about the game is the massive amount of duplicates in the box. I really don't think the game should contain any duplicate cards. This becomes especially annoying when the same card is laid by two players in the same hand. If it weren't for this I would have rated this a 5 star product.I hear that adding the expansion packs and taking out some of the cards you don't find funny or the duplicates really makes this game great. So, that's what I‰Ûªm planning on doing. We already threw out the black card that read 'What is the most emo?' because we thought it was stupid.Overall, It's a good game and I will continue to play!",4
"This game is hilarious if you are A.) with friends/family of equal humor, B.) drunk, and/or C.) a bad person.  If you don't fit in 2 or more of those categories, you will probably hate this game.  You'd be better off with Apples to Apples.Some thoughts:- The subject matter is very mature and caters solely to the perverse cynic in all of us.- The cards are made of a very high quality cards stock and are easy to read in high contrast black & white.- The surface of the cards has a chitin layer that protects against liquid spilling (see requirement B above).- The game is horribly boring with fewer than 4 people. Recommend 5-6 people for maximum fun.I really enjoyed playing this with my wife, brother & sister in law.  They aren't quite as dirty-minded as me, so I think I enjoyed it more than they did, but they certainly liked it.  The price is fair considering the developer allows you to print and make your own for free (they even tell you how and give you the template to download).  The expansions are available for a modest $10 so that's a great thing.I just wish I didn't feel like such a terrible person after playing it.",4
"I played this with a group of 10 adult family members  (including my 62 yr old mom).  We all laughed so hard and had so much fun. Albeit my brother felt a little weird and somewhat uncomfortable hearing our mom say certain things  but that made it even more hilarious.  So much fun to play with people who are not offended easily and have a sense of humor.  Some cards are a little bit too over the top and crude. All in all, my family really got a kick out of this game, I'm glad I brought it to the party.",4
"Just kidding.  It's fun for the whole ADULT family.  Kids need not be invited to this game!  It's downright nasty but I knew that going in so I am not complaining!This is a fun game...It compares to Apple-to-Apples, but the combination of cards can make it rather disgusting/politically incorrect/etc.  If you are shy about sex, drugs and political topics, don't buy this.The only reason it gets 4 stars instead of 5 is because of the longevity: 8 people played the game for 1.5 hours and went through the entire answer deck, only to have to shuffle and replay the cards.  Many of the rounds consist of having to answer the questions with 2 and sometimes 3 cards which can tear through the deck rather quickly.We lowered the in-hand card requirement from 10 to 7 so that the cards would last.  It also seems like having 10 options for a response is a little high and mundane.  Some cards just end up 'cold' and that dulls the game.They also make expansion sets for this game and that is another reason why it gets 4 stars: It seems like they make the initial game with too few cards so that you purchase an expansion pack.  I wish they would make the base game just a little bigger so that you can play it for longer than 1.5 hours without getting bored.",4
"This game was very entertaining to pass some time at a large family gathering.  The cards seem to be high quality and printed well though very basic in their printing (no designs, fancy colors, not that you need that).  We definitely had a few good laughs playing with about 10 people for maybe 90 minutes or so.  But even in that short of a time span we were already running across repeats.  This could could get old very quick with large groups or playing it frequently, thus the numerous expansion packs for sale.  The expansion packs are more than twice as much per card so expanding the game could get expensive.  So it is a great game that if you got it out once a year or less for family gatherings/parties could be blast, but if you played this weekly or monthly it would get old fast.",4
"Classic game for hours of fun! However, I would definitely buy some expansion packs initially. Played it about 4 times and started getting sick of the repetitiveness. I didn't realize until I owned it how repetitive it can get. Also, there are a good amount of cards that just suck, especially the ones with names of people. If you're like me and don't pay attention to celebrities, some of the cards will make no sense. I wish they had less of these, hence the 4 stars.",4
Great game to play with friends! Wouldn't recommend it for the younger crowd but great for adults! The premise of the game is that the dealer chooses a white card that states different scenarios and the other players either fill in the blanks with the black cards in their hands that have silly sayings on them and then turn them in to the dealer anonymously in hopes that their card(s) will be chosen by the dealer for whatever reason they choose. I usually go for the most ridiculous scenarios created by my friends which is also affected by how much alcohol I've consumed. I would also recommend purchasing the expansion packs they release since you'll want to play this game all the time and it will get boring after a while when you get the same scenarios over and over. It keeps things fun and exciting!,4
"This game is absolutely great. I don't think I've ever laughed as hard in my life as I have while playing this game, many times. As other reviews suggest, it's not really for kids because it's a little inappropriate. I agree with this. But nevertheless, this game is great and will provide you many hours of entertainment. People will want to play this game when you have a get together. The only thing about this game is that it gets kind of old after a while. I have played this game a lot, and after you've heard the cards about three or four times, they start to not be funny anymore. You know all of them and you know what could be funny, so it's hard to top that. The way to combat this is to get the expansions. Yes it's more money, but it is definitely worth it. Also, what I've just recently discovered through playing with other peoples' sets is that the base sets of this game are not all the same. Some of them come with different cards. This was a very pleasant surprise to me. So, if you want to make this game even more fun, get your friends to get it, or buy multiple sets, and use a different set each time.",4
"This game is fun, and it as about as inappropriate as a game can get. It's partly about the luck of the draw, but it also allows for that creative spin on what card or cards you toss together to draw the most attention. I will say that we've played this maybe a dozen times, and it's not the go-to game like it used to be. I've heard expansion packs go a long way, but if we lose interest after ten games or so, I'm not sure I'd buy them, either. If you've never played it before and you're not easily offended, buy it. If you have thin skin or a strong sense of propriety, buy some other game.",4
This is a very fun game that could give many hours of fun and there are technically alot possible combinations.Can be very funny and dark with the right combinations.The only downside I feel is that there are far too many 'bad' white cards so sometimes you could get 3-4 rounds with boring answers.Some changes to some of the white cards would help possibly the expansions may remedy this.,4
We played often and before it was even popular. We got all our friends to buy it and we all enjoyed it. But it totally will matter on the group you are with and their personality. It can be a real doozy sometimes and also after you played a whole bunch it starts to get boring. But I see they have other packs now to help with that.,4
"Great game for adults. Would not recommend for anyone under 17. Also, some topics on the cards may be offensive to some which is why I rated it 4 out of 5. Please be mindful of this if you or your friends are easily offended. You may want to pull some cards out before playing. This is a great drinking game as well:You can use either shots or drinks and every time someone gets their cards chosen they have to drink/take a shot.Pros:Hilarious combinations.Fun with friends.Great for when you are bored.Customization ( You can purchase other packs with new cards! )Cons:May be offensive to some.Can be confusing at first.If you play a drinking game with it, you will get drunk! ( ok not really a con :P )",4
Apples to Apples for a mature audience. We played with a mixed group (age wise) and the game was completely entertaining but at times some play seemed best suited for 13 year old boys. Plenty of opportunity to laugh - you can't really go wrong as long as players understand going in that this is a mature audience game and may also challenge player sensibility on issues such as race; religion; sexual orientation; and any other subject that is potentially taboo. Keep an open mind and you will find plenty of laughs in this game.,4
"It's no secret this game is borderline offensive to just about everyone in some way, as the cards can be racially, sexually, and topically charged. Even in my early twenties, I find some of the cards to be a little too below my type of humor. But if some cards really don't suit your tastes, you can simply toss them out and you're still left with plenty of fun ones.It's a nice, adult twist on Apples to Apples that's as easy to learn as it is to set up. Easy to play and quick, too, it's great for a party and has the best replay value of any game thus far. I'd not recommend you play this with your parents or anyone too easily offended, as I've found most people discard of one or two of the more distasteful cards provided. However, you can buy blank cards and replacement packs and cultivate your perfect gaming experience easily. GREAT when drinking!",4
"This is a very fun game and incredibly entertaining. I will say, however, that if you plan on playing it a lot, especially with the same group of friends or family, then you may consider investing in the extension cards because you'll eventually get tired of hearing the same thing over and over again. Granted the response can go to different questions but at some point hearing 'Dick Cheney prefers Dick Cheney' gets tiring -- adult libations do help the cause, though. All in all, super fun and entertaining and I would definitely recommend buying it and bringing it with you whenever you're going to a friends place because you can never go wrong with it, unless you're offended by hearing, 'And the Academy Award for not giving a s*** about the Third World goes to God.'",4
"OMG! I have laughed so hard, and been laughed at so hard, my stomach hurts. I have also proven how prudish I am, my adult kids are much more fluent in many subjects that I've never even heard of. Have to admit that there are moments of stunned embarrassment as well. Play with people you know, people you know who can handle extreme off-color subjects, and language. And prep each game with the same info, players need to know that they can't be offended by the offensive info. A real oxymoron, but in an underhanded way, it's even educational!  The only thing I've found somewhat discouraging is, once you've gone through all the cards, they're not as funny as first time or two.  And probably why the company has become so successful in providing additional game packs to add to the initial box.  4 stars substantiates my cautionary message, and boredom with the same game...need to find new victims, I mean friends, to play with....or buy add-on packs...",4
"The only reason I'm docking it to four stars instead of five is that this is utterly, totally inappropriate for not only most age groups, but also a whole lot of cultures and subcultures. There are so many in jokes and American pop culture references that, no matter who you are, you're likely to find a few that just don't make sense.This is a shameless Apples to Apples clone that adds in so much horrifying profanity and grotesquely sexual innuendo that, in exactly the manner it was intended, it's shocking even to most 20-somethings. If you're unfamiliar with the game's origins, it was designed as a dorm game, which is eminently clear as soon as you've played a round or two.That said: For people in their 20's and 30's who have been reasonably plugged in to internet and media culture over the last decade or so, this game is absolutely hilarious. Expect zero subtlety and make sure you have a few bottles of something strong handy, and this will likely become a staple of your party gaming.",4
